chr	3utr_start	3utr_end	gene_name
chr6	79608051	79612819	IRAK1BP1
chr6	79608051	79612819	IRAK1BP1
chr6	79645583	79650409	PHIP
chr6	79645583	79650409	PHIP
chr6	79645583	79650409	PHIP
chr6	84833959	84834788	KIAA1009
chr6	86318052	86322599	SYNCRIP
chr6	88384789	88385314	AKIRIN2
chr6	88776053	88776550	SPACA1
chr6	89887219	89888488	GABRR1
chr6	90636247	90642126	BACH2
chr6	90636247	90642126	BACH2
chr6	96652111	96663488	FUT9
chr6	96652111	96663488	FUT9
chr6	96652111	96663488	FUT9
chr6	96652111	96663488	FUT9
chr6	96652111	96663488	FUT9
chr6	97001379	97003152	UFL1
chr6	97242001	97246347	GPR63
chr6	97242001	97246347	GPR63
chr6	97587158	97588630	KLHL32
chr6	97590036	97594681	MMS22L
chr6	99284081	99286660	POU3F2
chr7	100032904	100032982	PPP1R35
chr7	100162614	100165842	AGFG2
chr7	100172282	100172729	LRCH4
chr7	100276424	100276797	GNB2
chr7	100304876	100305118	POP7
chr7	100813773	100815359	NAT16
chr7	102065558	102067113	PRKRIP1
chr7	102952718	102953682	PMPCB
chr7	103018892	103019000	SLC26A5
chr7	103018892	103019000	SLC26A5
chr7	106800027	106802256	PRKAR2B
chr7	106841876	106842974	HBP1
chr7	106841999	106843960	COG5
chr7	106841876	106842974	HBP1
chr7	106841999	106843960	COG5
chr7	106848292	106850966	COG5
chr7	106848292	106850966	COG5
chr7	107399623	107402112	CBLL1
chr7	108213797	108215294	DNAJB9
chr7	110764955	110765510	LRRN3
chr7	112402436	112407251	TMEM168
chr7	112720301	112723663	GPR85
chr7	115575201	115580604	TFEC
chr7	115575209	115580604	TFEC
chr7	116557921	116562103	CAPZA2
chr7	116557921	116562103	CAPZA2
chr7	116557921	116562103	CAPZA2
chr7	120427375	120428645	TSPAN12
chr7	122753584	122755571	SLC13A1
chr7	123177050	123182172	NDUFA5
chr7	123177050	123182172	NDUFA5
chr7	123517209	123517532	HYAL4
chr7	124462439	124464015	POT1
chr7	127220671	127222067	GCC1
chr7	130033611	130038731	CEP41
chr7	130033611	130038731	CEP41
chr7	130033611	130038731	CEP41
chr7	130033611	130038731	CEP41
chr7	130058874	130061780	CEP41
chr7	131172487	131181395	MKLN1
chr7	131172487	131181395	MKLN1
chr7	131172487	131181395	MKLN1
chr7	131172487	131181395	MKLN1
chr7	132469628	132470397	CHCHD3
chr7	135611508	135614673	MTPN
chr7	137075269	137075965	DGKI
chr7	138269696	138274738	TRIM24
chr7	138487814	138491504	TMEM213
chr7	138982582	138992982	UBN2
chr7	139246315	139257672	HIPK2
chr7	139246315	139257672	HIPK2
chr7	139246315	139257672	HIPK2
chr7	139246315	139257672	HIPK2
chr7	139246315	139257672	HIPK2
chr7	139246315	139257672	HIPK2
chr7	139784545	139790893	KDM7A
chr7	139784545	139790893	KDM7A
chr7	139784545	139790893	KDM7A
chr7	140404734	140404763	NDUFB2
chr7	141356527	141362455	KIAA1147
chr7	142568955	142569459	TRPV6
chr7	142965930	142966155	GSTK1
chr7	142965930	142966222	GSTK1
chr7	142965930	142966208	GSTK1
chr7	142983922	142985141	TMEM139
chr7	143050492	143053642	FAM131B
chr7	143050914	143053642	FAM131B
chr7	143050492	143053642	FAM131B
chr7	143050914	143053642	FAM131B
chr7	148112708	148118090	CNTNAP2
chr7	148112708	148118090	CNTNAP2
chr7	148112708	148118090	CNTNAP2
chr7	148921739	148923339	ZNF282
chr7	148991630	148992274	ZNF783
chr7	150095183	150095719	ZNF775
chr7	150711257	150711676	NOS3
chr7	155255382	155257526	EN2
chr7	155592679	155595593	SHH
chr7	1581870	1586587	TMEM184A
chr7	1581870	1586587	TMEM184A
chr7	17382688	17385774	AHR
chr7	17919049	17922436	SNX13
chr7	18706150	18708466	HDAC9
chr7	18706150	18706523	HDAC9
chr7	19035685	19042039	HDAC9
chr7	20174277	20180568	MACC1
chr7	20449620	20455377	ITGB8
chr7	20449620	20455377	ITGB8
chr7	20706390	20706946	ABCB5
chr7	20795247	20796632	ABCB5
chr7	20795247	20796632	ABCB5
chr7	21940517	21941939	CDCA7L
chr7	21940518	21941939	CDCA7L
chr7	23213917	23217533	KLHL7
chr7	23682734	23684327	CCDC126
chr7	27132611	27134058	HOXA1
chr7	27132611	27134058	HOXA1
chr7	27132931	27134414	HOXA1
chr7	27132931	27134414	HOXA1
chr7	27145802	27147533	HOXA3
chr7	27168125	27168843	HOXA4
chr7	27221133	27222414	HOXA11
chr7	2752512	2756163	AMZ1
chr7	2752512	2756163	AMZ1
chr7	2752512	2756163	AMZ1
chr7	28858896	28859617	CREB5
chr7	28858896	28865511	CREB5
chr7	28858896	28865511	CREB5
chr7	29606335	29606911	PRR15
chr7	29959718	29963572	SCRN1
chr7	30050202	30054350	FKBP14
chr7	30197164	30202378	MTURN
chr7	30197164	30202378	MTURN
chr7	32524950	32526872	LSM5
chr7	32623519	32628333	AVL9
chr7	36893965	36895155	ELMO1
chr7	36894066	36895155	ELMO1
chr7	41724711	41729247	INHBA
chr7	47698826	47701246	C7orf65
chr7	47698826	47701246	C7orf65
chr7	48002884	48004952	HUS1
chr7	48003916	48004229	HUS1
chr7	4945619	4947026	MMD2
chr7	4945628	4947026	MMD2
chr7	49951781	49961546	VWC2
chr7	5659677	5662490	RNF216
chr7	72726534	72726916	TRIM50
chr7	72950685	72951627	BCL7B
chr7	72983261	72984836	TBL2
chr7	73095298	73097072	DNAJC30
chr7	73113535	73114736	STX1A
chr7	73818178	73820260	CLIP2
chr7	73818178	73820260	CLIP2
chr7	75162620	75167492	HIP1
chr7	75163408	75167492	HIP1
chr7	81575759	81579707	CACNA2D1
chr7	82449795	82451793	PCLO
chr7	82993221	82996901	SEMA3E
chr7	83585092	83590686	SEMA3A
chr7	86506221	86509786	KIAA1324L
chr7	87133174	87133558	ABCB1
chr7	87459345	87461611	RUNDC3B
chr7	87825806	87832204	ADAM22
chr7	87825806	87825897	ADAM22
chr7	87905743	87908712	STEAP4
chr7	87907342	87908712	STEAP4
chr7	90014468	90020769	GTPBP10
chr7	90014205	90020327	GTPBP10
chr7	90042725	90045268	CLDN12
chr7	92028263	92030698	ANKIB1
chr7	92234234	92244453	CDK6
chr7	92234234	92244453	CDK6
chr7	92234234	92244453	CDK6
chr7	94059705	94060544	COL1A2
chr7	95212810	95214952	PDK4
chr7	95749531	95750502	SLC25A13
chr7	97834804	97838945	LMTK2
chr7	98257941	98259180	NPTX2
chr7	99014361	99017589	PTCD1
chr7	99129872	99131407	ZKSCAN5
chr7	99129872	99131445	ZKSCAN5
chr7	99129872	99131407	ZKSCAN5
chr7	99129872	99131445	ZKSCAN5
chr8	101532999	101534782	ANKRD46
chr8	101585115	101586092	SNX31
chr8	105264048	105268322	RIMS2
chr8	105264048	105268322	RIMS2
chr8	105264048	105268322	RIMS2
chr8	105264048	105268322	RIMS2
chr8	105368426	105368917	DCSTAMP
chr8	107771710	107773264	ABRA
chr8	108261720	108264082	ANGPT1
chr8	11180297	11185646	MTMR9
chr8	11180297	11185646	MTMR9
chr8	117954940	117956726	AARD
chr8	118184920	118186330	SLC30A8
chr8	11850691	11851488	DEFB134
chr8	11850691	11851488	DEFB134
chr8	118806728	118811950	EXT1
chr8	118806728	118811950	EXT1
chr8	118806728	118811950	EXT1
chr8	124221736	124222314	FAM83A
chr8	125990100	125991631	ZNF572
chr8	126036501	126036858	KIAA0196
chr8	126036508	126036858	KIAA0196
chr8	133823379	133824561	PHF20L1
chr8	133823379	133824561	PHF20L1
chr8	133858168	133861052	PHF20L1
chr8	133858168	133861052	PHF20L1
chr8	133858168	133861052	PHF20L1
chr8	134048972	134050768	SLA
chr8	134049883	134050768	SLA
chr8	134049897	134050768	SLA
chr8	134050611	134050768	SLA
chr8	134050671	134050768	SLA
chr8	134239953	134242587	WISP1
chr8	139142265	139144835	FAM135B
chr8	139142265	139144835	FAM135B
chr8	140944829	140946190	C8orf17
chr8	141667998	141669564	PTK2
chr8	142220699	142221540	SLC45A4
chr8	142220699	142221540	SLC45A4
chr8	143852614	143856584	LYNX1
chr8	143852614	143856584	LYNX1
chr8	144341944	144344875	ZFP41
chr8	144378970	144380231	ZNF696
chr8	144648356	144649408	MROH6
chr8	144806102	144808090	FAM83H
chr8	144915890	144917831	NRBP2
chr8	145051327	145051651	PARP10
chr8	145539953	145540216	DGAT1
chr8	145689199	145689509	CYHR1
chr8	145746862	145750557	LRRC14
chr8	145754562	145755805	ARHGAP39
chr8	146071563	146072894	ZNF7
chr8	146102335	146106899	ZNF250
chr8	1649572	1656642	DLGAP2
chr8	1728733	1734738	CLN8
chr8	1728733	1734738	CLN8
chr8	1728733	1734738	CLN8
chr8	1728733	1734738	CLN8
chr8	1728733	1734738	CLN8
chr8	1728733	1734738	CLN8
chr8	1728733	1734738	CLN8
chr8	1728733	1734738	CLN8
chr8	17501307	17503434	MTUS1
chr8	17501312	17503434	MTUS1
chr8	19261671	19263290	CSGALNACT1
chr8	19261671	19263580	CSGALNACT1
chr8	19822821	19824769	LPL
chr8	20002365	20003273	SLC18A1
chr8	20002369	20003387	SLC18A1
chr8	21960442	21962409	FAM160B2
chr8	22277211	22280198	SLC39A14
chr8	22277211	22280254	SLC39A14
chr8	22291517	22291642	SLC39A14
chr8	23286664	23290438	ENTPD4
chr8	23286664	23290438	ENTPD4
chr8	23429368	23432976	SLC25A37
chr8	23429368	23432976	SLC25A37
chr8	28203101	28206235	ZNF395
chr8	28420528	28431775	FZD3
chr8	28420528	28431775	FZD3
chr8	28420528	28431775	FZD3
chr8	29190580	29194542	DUSP4
chr8	29190580	29194542	DUSP4
chr8	35648081	35652180	UNC5D
chr8	37611633	37616619	ERLIN2
chr8	37611633	37616619	ERLIN2
chr8	37611633	37616619	ERLIN2
chr8	37611633	37616619	ERLIN2
chr8	37699873	37702414	GPR124
chr8	37996589	37997483	ASH2L
chr8	38127214	38133158	WHSC1L1
chr8	38127214	38133158	WHSC1L1
chr8	38959381	38959449	ADAM9
chr8	40388108	40389741	ZMAT4
chr8	40388112	40389741	ZMAT4
chr8	41119480	41122685	SFRP1
chr8	41119480	41122685	SFRP1
chr8	41478520	41482520	AGPAT6
chr8	41510738	41513245	ANK1
chr8	41510738	41513272	ANK1
chr8	42026579	42028700	AP3M2
chr8	42188497	42189126	IKBKB
chr8	42188431	42189427	IKBKB
chr8	42704779	42705933	RNF170
chr8	42873641	42885682	HOOK3
chr8	43054712	43057998	HGSNAT
chr8	439802	442398	TDRP
chr8	48648012	48648868	SPIDR
chr8	48648012	48648473	SPIDR
chr8	48973388	48977268	UBE2V2
chr8	49635966	49637300	EFCAB1
chr8	51705389	51706678	SNTG1
chr8	51705389	51706678	SNTG1
chr8	54138283	54141856	OPRK1
chr8	54138283	54141856	OPRK1
chr8	54138283	54141856	OPRK1
chr8	54138283	54141856	OPRK1
chr8	54138283	54141856	OPRK1
chr8	54871018	54871863	RGS20
chr8	54871018	54871856	RGS20
chr8	54871018	54871834	RGS20
chr8	56436786	56454613	XKR4
chr8	56436786	56454613	XKR4
chr8	56436786	56454613	XKR4
chr8	56436786	56454613	XKR4
chr8	56436786	56454613	XKR4
chr8	56737262	56738005	TGS1
chr8	56737262	56738005	TGS1
chr8	56922669	56923131	LYN
chr8	56922669	56923940	LYN
chr8	57073462	57078801	PLAG1
chr8	57129994	57131172	CHCHD7
chr8	57129994	57131357	CHCHD7
chr8	57870491	57876351	IMPAD1
chr8	62413787	62415917	ASPH
chr8	62413787	62415917	ASPH
chr8	67831404	67834283	MCMDC2
chr8	67831404	67834283	MCMDC2
chr8	69143613	69149265	PREX2
chr8	71021996	71025866	NCOA2
chr8	74235271	74237516	RDH10
chr8	74235271	74237516	RDH10
chr8	74235271	74237516	RDH10
chr8	74332605	74333606	STAU2
chr8	74332605	74333606	STAU2
chr8	74332605	74333606	STAU2
chr8	74333364	74333606	STAU2
chr8	74333446	74333606	STAU2
chr8	74893856	74895018	TMEM70
chr8	74893856	74895018	TMEM70
chr8	75146934	75149270	JPH1
chr8	75146934	75149270	JPH1
chr8	75761488	75767264	PI15
chr8	80676244	80677422	HEY1
chr8	80676247	80677422	HEY1
chr8	81540685	81553600	ZNF704
chr8	81540685	81553600	ZNF704
chr8	81540685	81553600	ZNF704
chr8	81880044	81888778	PAG1
chr8	8640863	8643531	MFHAS1
chr8	8640863	8643531	MFHAS1
chr8	8640863	8643531	MFHAS1
chr8	89044236	89053688	MMP16
chr8	8993764	8998303	PPP1R3B
chr8	8993764	8998303	PPP1R3B
chr8	90937760	90940096	OSGIN2
chr8	90937760	90940116	OSGIN2
chr8	90937760	90940096	OSGIN2
chr8	90937760	90940116	OSGIN2
chr8	90937760	90940096	OSGIN2
chr8	90937760	90940116	OSGIN2
chr8	94740525	94743755	FAM92A1
chr8	94828680	94830285	TMEM67
chr8	95139398	95140467	CDH17
chr8	95718173	95719694	ESRP1
chr8	95718152	95719651	ESRP1
chr8	95718152	95719694	ESRP1
chr8	95718159	95719694	ESRP1
chr8	95802138	95806064	DPY19L4
chr8	95802138	95806064	DPY19L4
chr8	95802138	95806064	DPY19L4
chr8	95802138	95806064	DPY19L4
chr8	95892462	95893974	INTS8
chr8	96070165	96070938	NDUFAF6
chr8	97621776	97624000	SDC2
chr8	99441641	99445076	KCNS2
chr8	99607557	99608397	STK3
chr9	102595814	102596341	NR4A3
chr9	102626149	102627333	NR4A3
chr9	102626149	102629173	NR4A3
chr9	104149914	104152747	MRPL50
chr9	104149914	104152747	MRPL50
chr9	104149914	104152747	MRPL50
chr9	104149914	104152747	MRPL50
chr9	104149914	104152747	MRPL50
chr9	106901596	106903698	SMC2
chr9	108151337	108159627	SLC44A1
chr9	108151337	108159627	SLC44A1
chr9	108308764	108314714	FSD1L
chr9	108397545	108403399	FKTN
chr9	110247132	110248031	KLF4
chr9	110247132	110248031	KLF4
chr9	120476926	120478053	TLR4
chr9	120476926	120479149	TLR4
chr9	123363090	123367467	MEGF9
chr9	123519251	123526836	FBXW2
chr9	123519251	123526836	FBXW2
chr9	123519251	123526836	FBXW2
chr9	123519251	123526836	FBXW2
chr9	123519251	123526836	FBXW2
chr9	123519251	123526836	FBXW2
chr9	123519251	123526836	FBXW2
chr9	123519251	123526836	FBXW2
chr9	123617976	123620221	PHF19
chr9	123714615	123715016	C5
chr9	124964855	124966979	LHX6
chr9	124964856	124967038	LHX6
chr9	124964855	124966979	LHX6
chr9	124964856	124967038	LHX6
chr9	124965209	124966979	LHX6
chr9	125154823	125157982	PTGS1
chr9	125563352	125563395	OR1K1
chr9	125677844	125680887	ZBTB26
chr9	126141932	126143710	DENND1A
chr9	127113226	127115586	NEK6
chr9	127113226	127115586	NEK6
chr9	127113226	127115586	NEK6
chr9	127115744	127115876	PSMB7
chr9	127279553	127284983	NR6A1
chr9	127279553	127284983	NR6A1
chr9	129981048	129985443	RALGPS1
chr9	131909743	131911223	PPP2R4
chr9	131909743	131911225	PPP2R4
chr9	131909743	131911223	PPP2R4
chr9	131909743	131911225	PPP2R4
chr9	131937834	131939116	IER5L
chr9	132500609	132501889	PTGES
chr9	132642552	132644107	USP20
chr9	132642745	132644107	USP20
chr9	132649465	132652817	FNBP1
chr9	132897400	132902443	GPR107
chr9	132897400	132902443	GPR107
chr9	132897400	132902443	GPR107
chr9	133579161	133580248	EXOSC2
chr9	133761070	133763062	ABL1
chr9	133777826	133779450	FIBCD1
chr9	133777826	133779450	FIBCD1
chr9	133995709	133998532	AIF1L
chr9	134399187	134400559	UCK1
chr9	134399187	134400426	UCK1
chr9	134452156	134454883	RAPGEF1
chr9	134452156	134454883	RAPGEF1
chr9	135136742	135139625	SETX
chr9	135136742	135139625	SETX
chr9	135933367	135933888	GTF3C5
chr9	135933367	135933890	GTF3C5
chr9	136028339	136028963	GBGT1
chr9	136523569	136524466	DBH
chr9	137734149	137736686	COL5A1
chr9	138237139	138238408	C9orf62
chr9	138379986	138380739	PPP1R26
chr9	138585252	138586191	SOHLH1
chr9	138684007	138684992	KCNT1
chr9	138684007	138684949	KCNT1
chr9	139088095	139089170	LHX3
chr9	139088096	139089170	LHX3
chr9	139235617	139236288	GPSM1
chr9	139253931	139256506	DNLZ
chr9	139388895	139390522	NOTCH1
chr9	139841233	139841419	C8G
chr9	140328815	140329365	ENTPD8
chr9	14611068	14618963	ZDHHC21
chr9	14611068	14618963	ZDHHC21
chr9	14611068	14618963	ZDHHC21
chr9	14611068	14618963	ZDHHC21
chr9	14611068	14618963	ZDHHC21
chr9	14611068	14618963	ZDHHC21
chr9	14611068	14618963	ZDHHC21
chr9	15163619	15172016	TTC39B
chr9	15459864	15464132	SNAPC3
chr9	15459864	15464132	SNAPC3
chr9	15459864	15464132	SNAPC3
chr9	16409500	16418986	BNC2
chr9	19507449	19516150	SLC24A2
chr9	19507449	19516150	SLC24A2
chr9	19507449	19516150	SLC24A2
chr9	19507449	19516150	SLC24A2
chr9	19507449	19516150	SLC24A2
chr9	19507449	19516150	SLC24A2
chr9	20341662	20346440	MLLT3
chr9	20341662	20346440	MLLT3
chr9	2653868	2660053	VLDLR
chr9	2653868	2654480	VLDLR
chr9	26840682	26842298	CAAP1
chr9	26840682	26842298	CAAP1
chr9	32450109	32454767	ACO1
chr9	32450109	32454767	ACO1
chr9	32450109	32454767	ACO1
chr9	32450109	32454767	ACO1
chr9	32450109	32454767	ACO1
chr9	32455702	32457119	DDX58
chr9	34978108	34982541	KIAA1045
chr9	35104108	35105217	FAM214B
chr9	35104117	35105217	FAM214B
chr9	35104138	35105217	FAM214B
chr9	35104108	35105217	FAM214B
chr9	35104117	35105217	FAM214B
chr9	35104138	35105217	FAM214B
chr9	35104108	35105217	FAM214B
chr9	35104117	35105217	FAM214B
chr9	35104138	35105217	FAM214B
chr9	35104108	35105217	FAM214B
chr9	35104117	35105217	FAM214B
chr9	35104138	35105217	FAM214B
chr9	35752871	35758572	RGP1
chr9	35752871	35758572	RGP1
chr9	35752871	35758572	RGP1
chr9	35853837	35854844	TMEM8B
chr9	36123042	36124448	RECK
chr9	37588409	37588894	TOMM5
chr9	37588638	37588929	TOMM5
chr9	37766974	37767502	EXOSC3
chr9	37779710	37780675	EXOSC3
chr9	37779710	37780675	EXOSC3
chr9	37861505	37863322	DCAF10
chr9	37919130	37919817	SHB
chr9	3824126	3828271	GLIS3
chr9	3824126	3828271	GLIS3
chr9	3827697	3828271	GLIS3
chr9	38397299	38398658	ALDH1B1
chr9	4585558	4587469	SLC1A1
chr9	4663263	4665256	PPAPDC2
chr9	4706112	4708398	CDC37L1
chr9	4706112	4708398	CDC37L1
chr9	5467862	5470547	CD274
chr9	5467862	5470547	CD274
chr9	5774246	5776557	KIAA1432
chr9	5784572	5787143	ERMP1
chr9	5784572	5787143	ERMP1
chr9	6329018	6330920	TPD52L3
chr9	71144572	71145977	PGM5
chr9	71151495	71152174	TMEM252
chr9	71395944	71398609	FAM122A
chr9	72042445	72046242	APBA1
chr9	72042445	72046242	APBA1
chr9	72042445	72046242	APBA1
chr9	72999502	73002691	KLF9
chr9	73143978	73150868	TRPM3
chr9	73143978	73150868	TRPM3
chr9	73143978	73150868	TRPM3
chr9	74863258	74867140	GDA
chr9	77300534	77308093	RORB
chr9	77300534	77308093	RORB
chr9	77337410	77339528	TRPM6
chr9	80030922	80036457	VPS13A
chr9	85594499	85597591	RASEF
chr9	88641060	88642731	GOLM1
chr9	88641061	88642731	GOLM1
chr9	91090192	91093609	SPIN1
chr9	968139	969090	DMRT1
chr9	99401858	99404040	AAED1
chr10	101464440	101465997	ENTPD7
chr10	101464440	101465997	ENTPD7
chr10	101515496	101515891	CUTC
chr10	101948054	101949354	CHUK
chr10	102033712	102035218	BLOC1S2
chr10	102034451	102035218	BLOC1S2
chr10	102307894	102319755	HIF1AN
chr10	102307894	102319755	HIF1AN
chr10	102721669	102724893	FAM178A
chr10	102721669	102724893	FAM178A
chr10	102721669	102724893	FAM178A
chr10	102744246	102745373	SEMA4G
chr10	102743888	102745372	SEMA4G
chr10	102766925	102767593	LZTS2
chr10	104209593	104210213	C10orf95
chr10	104497519	104503249	SFXN2
chr10	104573088	104576021	WBP1L
chr10	104573088	104576021	WBP1L
chr10	104836937	104838108	CNNM2
chr10	104836937	104849978	CNNM2
chr10	105006440	105007773	RPEL1
chr10	111893376	111895323	ADD3
chr10	114575142	114578503	VTI1A
chr10	114575142	114578503	VTI1A
chr10	115668295	115676953	NHLRC2
chr10	115668295	115676953	NHLRC2
chr10	115668295	115676953	NHLRC2
chr10	115805325	115806667	ADRB1
chr10	115880620	115884901	C10orf118
chr10	115880620	115884901	C10orf118
chr10	116054582	116055800	AFAP1L2
chr10	116190871	116196018	ABLIM1
chr10	116621299	116624472	FAM160B1
chr10	116735138	116737430	TRUB1
chr10	116735138	116737430	TRUB1
chr10	116735138	116737430	TRUB1
chr10	116735138	116737430	TRUB1
chr10	118430702	118434291	HSPA12A
chr10	118888031	118891719	VAX1
chr10	118892800	118893518	VAX1
chr10	119039999	119042778	PDZD8
chr10	123237854	123239370	FGFR2
chr10	127700949	127705847	ADAM12
chr10	127729914	127730700	ADAM12
chr10	12870886	12877545	CAMK1D
chr10	12870886	12877545	CAMK1D
chr10	129537229	129539450	FOXI2
chr10	129881170	129884119	PTPRE
chr10	129881170	129884119	PTPRE
chr10	134188746	134193422	LRRC27
chr10	134188746	134188960	LRRC27
chr10	134188746	134193422	LRRC27
chr10	134188746	134193422	LRRC27
chr10	134188746	134193422	LRRC27
chr10	134230564	134231367	PWWP2B
chr10	13483354	13483742	BEND7
chr10	134943015	134945179	GPR123
chr10	14944511	14946314	SUV39H2
chr10	15137383	15138355	C10orf111
chr10	15137383	15138355	C10orf111
chr10	15253641	15254913	FAM171A1
chr10	16632609	16635392	RSU1
chr10	17184252	17191139	TRDMT1
chr10	20568748	20578785	PLXDC2
chr10	20568748	20578785	PLXDC2
chr10	20568748	20578785	PLXDC2
chr10	20568748	20578785	PLXDC2
chr10	20568748	20578785	PLXDC2
chr10	20568748	20578785	PLXDC2
chr10	20568748	20578785	PLXDC2
chr10	21068901	21074675	NEBL
chr10	21781586	21784528	CASC10
chr10	21781586	21784528	CASC10
chr10	22823777	22826129	PIP4K2A
chr10	30749765	30750761	MAP3K8
chr10	34398488	34400096	PARD3
chr10	35858098	35860852	CCNY
chr10	35858098	35860852	CCNY
chr10	48381486	48381904	RBP3
chr10	50339198	50339657	FAM170B
chr10	50663413	50666860	ERCC6
chr10	50916663	50918307	C10orf53
chr10	60128525	60130513	UBE2D1
chr10	60128525	60130513	UBE2D1
chr10	60154834	60158981	TFAM
chr10	60154834	60158981	TFAM
chr10	61410522	61412529	SLC16A9
chr10	61410522	61412529	SLC16A9
chr10	61548520	61552674	CCDC6
chr10	697173	698593	PRR26
chr10	697173	698593	PRR26
chr10	708902	711109	PRR26
chr10	7200585	7205731	SFMBT2
chr10	7200585	7205731	SFMBT2
chr10	73507315	73511009	C10orf54
chr10	73768229	73773322	CHST3
chr10	74127097	74127952	MICU1
chr10	74645580	74647452	MCU
chr10	75561668	75562208	NDST2
chr10	75572258	75574263	CAMK2G
chr10	75572258	75574263	CAMK2G
chr10	75574045	75574263	CAMK2G
chr10	7601231	7605003	ITIH5
chr10	76936012	76941881	SAMD8
chr10	7792924	7798042	KIN
chr10	79734906	79737235	POLR3A
chr10	79734906	79737235	POLR3A
chr10	82403837	82406316	SH2D4B
chr10	88683476	88692595	BMPR1A
chr10	88683476	88692595	BMPR1A
chr10	88683476	88692595	BMPR1A
chr10	89725229	89731687	PTEN
chr10	91178405	91180758	IFIT5
chr10	93622756	93625033	TNKS2
chr10	94110964	94113721	MARCH5
chr10	94110964	94113721	MARCH5
chr10	95661247	95663581	SLC35G1
chr10	96369609	96373662	HELLS
chr10	96369609	96373662	HELLS
chr10	96495201	96495947	CYP2C18
chr10	97071527	97074815	SORBS1
chr10	97071529	97074815	SORBS1
chr10	98353068	98355333	PIK3AP1
chr10	98981929	98985878	ARHGAP19
chr10	98981929	98985878	ARHGAP19
chr10	98981929	98985878	ARHGAP19
chr10	99080050	99081672	FRAT1
chr10	99195898	99196201	EXOSC1
chr10	99330280	99330966	UBTD1
chr10	99433499	99436191	PI4K2A
chr10	99474155	99475742	MARVELD1
chr10	99476950	99477907	MARVELD1
chr11	101868374	101871789	KIAA1377
chr11	105967634	105969437	AASDHPPT
chr11	105967469	105968025	AASDHPPT
chr11	107833098	107834208	RAB39A
chr11	10800652	10801290	CTR9
chr11	108376157	108380263	EXPH5
chr11	108376157	108380263	EXPH5
chr11	109294953	109299840	C11orf87
chr11	111594853	111601577	SIK2
chr11	111594853	111601577	SIK2
chr11	111608604	111612319	PPP2R1B
chr11	111608604	111612319	PPP2R1B
chr11	111608604	111612319	PPP2R1B
chr11	111796923	111797596	C11orf52
chr11	114278529	114281329	RBM7
chr11	114320576	114321001	REXO2
chr11	115039955	115047193	CADM1
chr11	115039955	115047193	CADM1
chr11	118032665	118037601	SCN2B
chr11	118032665	118037601	SCN2B
chr11	118032665	118037601	SCN2B
chr11	118405295	118406550	TMEM25
chr11	118405295	118406543	TMEM25
chr11	118405295	118406550	TMEM25
chr11	118405295	118406543	TMEM25
chr11	118914899	118916304	HYOU1
chr11	118967212	118967707	DPAGT1
chr11	118967216	118967707	DPAGT1
chr11	119005208	119006752	HINFP
chr11	119031816	119033360	ABCG4
chr11	119060201	119060920	PDZD3
chr11	119170491	119178859	CBL
chr11	119288089	119290117	THY1
chr11	11984652	11986010	DKK3
chr11	120856969	120857970	GRIK4
chr11	123595487	123596704	ZNF202
chr11	124753586	124754786	ROBO4
chr11	125708322	125709964	PATE4
chr11	126163582	126164579	TIRAP
chr11	128706209	128709019	KCNJ1
chr11	128706209	128709019	KCNJ1
chr11	128707951	128709019	KCNJ1
chr11	128708049	128709019	KCNJ1
chr11	128786626	128790930	KCNJ5
chr11	129733530	129734619	NFRKB
chr11	129733530	129734619	NFRKB
chr11	129734364	129734619	NFRKB
chr11	129769600	129772207	PRDM10
chr11	129769609	129772207	PRDM10
chr11	129769611	129772207	PRDM10
chr11	132205040	132206716	NTM
chr11	132284870	132290086	OPCML
chr11	132284874	132290086	OPCML
chr11	14891206	14892350	PDE3B
chr11	17108118	17111284	PIK3C2A
chr11	1753639	1756509	IFITM10
chr11	1753639	1756509	IFITM10
chr11	18039110	18042537	TPH1
chr11	18627947	18631407	SPTY2D1
chr11	18723556	18726332	TMEM86A
chr11	18723556	18726332	TMEM86A
chr11	18728460	18728760	IGSF22
chr11	2150341	2154216	IGF2
chr11	22840474	22844664	SVIP
chr11	26681991	26684835	ANO3
chr11	26688565	26692648	SLC5A12
chr11	26688565	26692648	SLC5A12
chr11	26688565	26692648	SLC5A12
chr11	26688565	26692648	SLC5A12
chr11	27370415	27371794	CCDC34
chr11	27370415	27371794	CCDC34
chr11	27387507	27389413	LGR4
chr11	27676439	27679367	BDNF
chr11	2909009	2909409	SLC22A18AS
chr11	2909009	2909409	SLC22A18AS
chr11	30358342	30359774	ARL14EP
chr11	3379156	3380347	ZNF195
chr11	3379995	3380347	ZNF195
chr11	34120914	34122703	CAPRIN1
chr11	35272752	35282440	SLC1A2
chr11	35272771	35282440	SLC1A2
chr11	43515454	43516483	TTC17
chr11	45261851	45265602	SYT13
chr11	46698629	46700586	ARHGAP1
chr11	47436914	47438047	SLC39A13
chr11	47638867	47640384	MTCH2
chr11	47738071	47738973	FNBP4
chr11	47738071	47738973	FNBP4
chr11	5344540	5344588	OR51B2
chr11	554276	554916	LRRC56
chr11	554276	554916	LRRC56
chr11	5632572	5634182	TRIM6
chr11	5632572	5633653	TRIM6
chr11	58385179	58388515	ZFP91
chr11	59568327	59570179	STX3
chr11	59568327	59570179	STX3
chr11	59837706	59838068	MS4A3
